"","kingdom","phylum","class","order","family","genus","species"
"169141","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Pseudocyphellaria","Pseudocyphellaria aurata"
"48861","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae","Peltigera",NA
"161997","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae","Peltigera","Peltigera membranacea"
"1486872","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Collemataceae","Leptogium","Leptogium hirsutum"
"168921","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Placynthiaceae","Placynthium","Placynthium nigrum"
"191110","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","Pannaria","Pannaria hookeri"
"2054620","Fungi","Ascomycota","Lecanoromycetes",NA,"Phlyctidaceae","Phlyctis","Phlyctis petraea"
"114962","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Heterodermia",NA
"116794","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Heterodermia","Heterodermia speciosa"
"365009","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Heterodermia","Heterodermia casarettiana"
"116805","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","Phaeophyscia orbicularis"
"1301609","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthocarpia","Xanthocarpia feracissima"
"248111","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Gomphillus",NA
"1940652","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Gomphillus","Gomphillus americanus"
"2021593","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Taitaia","Taitaia aurea"
"1257147","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Graphis","Graphis lineola"
"71600","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Graphis","Graphis scripta"
"279168","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Myriotrema","Myriotrema laeviusculum"
"1053435","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Carbacanthographis","Carbacanthographis stictica"
"185318","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","Phaeographina","Phaeographina chrysocarpa"
"50932","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria",NA
"2283411","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","Pertusaria propinqua"
"267808","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","Pertusaria dactylina"
"267812","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","Pertusaria oculata"
"267814","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Pertusaria","Pertusaria panyrga"
"1986327","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Pertusariaceae","Lepra","Lepra amara"
"1648933","Fungi","Ascomycota","Lecanoromycetes","Hymeneliales","Hymeneliaceae","Ionaspis","Ionaspis ventosa"
"2489478","Fungi","Ascomycota","Lecanoromycetes","Trapeliales","Trapeliaceae","Trapeliopsis","Trapeliopsis studerae"
"87270","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria",NA
"1246584","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","Umbilicaria formosana"
"318770","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","Umbilicaria arctica"
"318756","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales",NA,"Boreoplaca","Boreoplaca ultrafrigida"
"286399","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Polysporina",NA
"88747","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Acarospora",NA
"318769","Fungi","Ascomycota","Lecanoromycetes",NA,NA,"Timdalia","Timdalia intricata"
"1217826","Fungi","Ascomycota","Xylonomycetes","Xylonales","Xylonaceae","Xylona","Xylona heveae"
"395000","Fungi","Ascomycota","Lichinomycetes","Lichinales","Peltulaceae","Peltula","Peltula auriculata"
"1390972","Fungi","Ascomycota","Geoglossomycetes","Geoglossales","Geoglossaceae","Glutinoglossum",NA
"460854","Fungi","Ascomycota","Candelariomycetes","Candelariales","Candelariaceae","Candelina","Candelina submexicana"
"39416","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber melanosporum"
"42251","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber borchii"
"337075","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pyronema","Pyronema omphalodes"
"1590323","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Nothojafnea","Nothojafnea sp. MEL 2363843"
"351132","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea arenaria"
"2746624","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Ahmadea","Ahmadea dalanensis"
"40593","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza",NA
"2650643","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","Terfezia honrubiae"
"1174673","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella","Morchella importuna"
"1664744","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella pseudoreflexa"
"2664560","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella hispanica"
"1962191","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Hydnotrya","Hydnotrya sp."
"299475","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,"uncultured Pezizales"
"13348","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys",NA
"13349","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys oligospora"
"47236","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys musiformis"
"1798071","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia sp. HOB-2016aq"
"2478776","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","Orbilia pisciformis"
"383872","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylella","Dactylella tenuis"
"47238","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Drechslerella","Drechslerella brochopaga"
"2478808","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,"Orbiliaceae sp. HOB-2018a"
"2011679","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia sp."
"1541393","Fungi","Ascomycota",NA,NA,NA,"Slafractonia","Slafractonia leguminicola"
"860793","Fungi","Ascomycota",NA,NA,NA,"Dictyocatenulata","Dictyocatenulata alba"
"4930","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"27291","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces paradoxus"
"1987369","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces jurei"
"114524","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces kudriavzevii"
"27292","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces pastorianus"
"1080349","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces eubayanus"
"4931","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces bayanus"
"706196","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces arboricola"
"230603","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces uvarum"
"28985","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces","Kluyveromyces lactis"
"4911","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces","Kluyveromyces marxianus"
"48254","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora globosa"
"4950","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora delbrueckii"
"35629","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora pretoriensis"
"45285","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium cymbalariae"
"33169","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium gossypii"
"45286","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium sinecaudum"
"113608","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Tetrapisispora","Tetrapisispora phaffii"
"1071379","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Tetrapisispora","Tetrapisispora blattae"
"27288","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Naumovozyma","Naumovozyma castellii"
"27289","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Naumovozyma","Naumovozyma dairenensis"
"4953","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces",NA
"4956","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces rouxii"
"1365886","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces parabailii"
"4954","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces bailii"
"381046","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Lachancea","Lachancea thermotolerans"
"1245769","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Lachancea","Lachancea lanzarotensis"
"588726","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania naganishii"
"432096","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania africana"
"488016","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania kunashirensis"
"34358","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kazachstania","Kazachstania exigua"
"5478","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Nakaseomyces","[Candida] glabrata"
"566037","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae",NA,"Saccharomycetaceae sp. 'Ashbya aceri'"
"36033","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Vanderwaltozyma","Vanderwaltozyma polyspora"
"42260","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygotorulaspora","Zygotorulaspora mrakii"
"4918","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Pachysolen","Pachysolen tannophilus"
"747082","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae",NA,"uncultured Pichia"
"1535326","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida",NA
"5476","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans"
"5482","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida tropicalis"
"42374","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida dubliniensis"
"273371","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida orthopsilosis"
"5479","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida maltosa"
"497108","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida jiufengensis"
"536035","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida prachuapensis"
"273372","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida metapsilosis"
"36914","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Lodderomyces","Lodderomyces elongisporus"
"717741","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Hyphopichia","Hyphopichia pseudoburtonii"
"717740","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Hyphopichia","Hyphopichia burtonii"
"4958","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces",NA
"4959","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces hansenii"
"58627","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces fabryi"
"28555","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces robertsiae"
"522358","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces tyrocola"
"4924","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces","Scheffersomyces stipitis"
"45513","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces","Scheffersomyces spartinae"
"1788519","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces","Scheffersomyces coipomoensis"
"4920","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma farinosa"
"45609","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Babjeviella","Babjeviella inositovora"
"4929","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma guilliermondii"
"340170","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Spathaspora","Spathaspora passalidarum"
"2315449","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma","Yamadazyma tenuis"
"45511","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma","Yamadazyma scolyti"
"1276170","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Yamadazyma","Yamadazyma mexicana"
"46583","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Suhomyces","Suhomyces tanzawaensis"
"5493","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella","[Candida] zeylanoides"
"121466","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella","Kurtzmaniella cleridarum"
"34356","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea","Kodamaea ohmeri"
"45354","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","[Candida] intermedia"
"498019","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","[Candida] auris"
"45357","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","[Candida] haemuloni"
"1231522","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","[Candida] duobushaemulonis"
"418784","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","[Candida] pseudohaemulonis"
"36911","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae"
"27320","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia",NA
"2163413","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia aff. pulcherrima"
"27322","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia bicuspidata"
"197672","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","[Candida] hawaiiana"
"45599","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","[Candida] torresii"
"2576851","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia amazonensis"
"150206","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia arizonensis"
"353897","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia aberdeeniae"
"56417","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia agaves"
"1807685","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia sp. 03-147.1"
"599737","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"4927","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces anomalus"
"1041607","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces ciferrii"
"604195","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera",NA
"4903","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera jadinii"
"36022","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera fabianii"
"1004253","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera mrakii"
"36016","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","Cyberlindnera americana"
"460517","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Komagataella",NA
"460519","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Komagataella","Komagataella phaffii"
"4922","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Komagataella","Komagataella pastoris"
"36038","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma","Barnettozyma californica"
"4943","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis",NA
"1725355","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera"
"4944","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae","Saccharomycopsis","Saccharomycopsis fibuligera"
"1204762","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycopsidaceae",NA,"uncultured Saccharomycopsis"
"5481","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Diutina","Diutina rugosa"
"312227","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Candida","[Candida] hispaniensis"
"1853550","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Candida","Candida sp. (in: Saccharomycetales)"
"317047","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Kuraishia","Kuraishia capsulata"
"644527","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,"uncultured Candida"
"36917","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Ambrosiozyma",NA
"54102","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,"Myxozyma","Myxozyma monticola"
"4952","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia lipolytica"
"444778","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia phangngaensis"
"2606893","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Saprochaete","Saprochaete ingens"
"1173061","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","Geotrichum candidum"
"1232584","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Magnusiomyces","Magnusiomyces tetraspermus"
"4919","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia",NA
"4909","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia kudriavzevii"
"4926","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia membranifaciens"
"461281","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea",NA
"1005962","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea","Ogataea parapolymorpha"
"460523","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea","Ogataea polymorpha"
"2126558","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea","Ogataea sp. LR-2018a"
"310468","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Ogataea","Ogataea thermomethanolica"
"45607","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Wickerhamiella","Wickerhamiella sorbophila"
"27304","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Wickerhamiella","Wickerhamiella versatilis"
"796027","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Sugiyamaella","Sugiyamaella lignohabitans"
"409370","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys","Blastobotrys adeninivorans"
"54195","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Ascoideaceae","Ascoidea","Ascoidea rubescens"
"34364","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trigonopsidaceae","Trigonopsis","Trigonopsis variabilis"
"51930","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trigonopsidaceae","Tortispora","Tortispora caseinolytica"
"29833","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora","Hanseniaspora uvarum"
"4899","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces octosporus"
"4896","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe"
"866546","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces cryophilus"
"4897","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces japonicus"
"4753","Fungi","Ascomycota","Pneumocystidomycetes","Pneumocystidales","Pneumocystidaceae","Pneumocystis",NA
"42068","Fungi","Ascomycota","Pneumocystidomycetes","Pneumocystidales","Pneumocystidaceae","Pneumocystis","Pneumocystis jirovecii"
"4754","Fungi","Ascomycota","Pneumocystidomycetes","Pneumocystidales","Pneumocystidaceae","Pneumocystis","Pneumocystis carinii"
"263815","Fungi","Ascomycota","Pneumocystidomycetes","Pneumocystidales","Pneumocystidaceae","Pneumocystis","Pneumocystis murina"
"5606","Fungi","Ascomycota",NA,NA,NA,"Saitoella","Saitoella complicata"
"5010","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA
"5012","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina wiesneri"
"1796249","Fungi","Ascomycota",NA,NA,NA,NA,"Ascomycota sp. L343"
"591642","Fungi","Ascomycota",NA,NA,NA,NA,"Ascomycota sp. SMIA33"
"1796183","Fungi","Ascomycota",NA,NA,NA,NA,"Ascomycota sp. L266"
"175243","Fungi","Ascomycota",NA,NA,NA,NA,"uncultured Ascomycota"
"332319","Fungi","Ascomycota",NA,NA,NA,NA,"uncultured Acremonium"
"5327","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes hirsuta"
"5325","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes versicolor"
"114155","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Dichomitus","Dichomitus squalens"
"34458","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma boninense"
"5315","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma lucidum"
"2026244","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma calidophilum"
"34465","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma resinaceum"
"1134054","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Lenzites","Lenzites gibbosa"
"158314","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus","Polyporus umbellatus"
"1193695","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae",NA,"uncultured Donkioporia"
"139825","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Sparassis","Sparassis crispa"
"231932","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete carnosa"
"599839","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,"Fibroporia","Fibroporia radiculosa"
"2696576","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,"Taiwanofungus","Taiwanofungus camphoratus"
"104341","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Dacryobolaceae","Postia","Postia placenta"
"5627","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Grifolaceae","Grifola","Grifola frondosa"
"186125","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis","Fomitopsis palustris"
"5630","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Laetiporaceae","Laetiporus","Laetiporus sulphureus"
"5319","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Irpex","Irpex lacteus"
